Students	9025
4600	148 355 486 614
4601	1167 856 55 537
4602	951 404 929 290
4603	1080 1053 47 294
4604	1094 941 364 616
4605	317 738 1013 270
4606	682 1043 393 732
4607	435 35 624 951
4608	149 400 555 1126
4609	224 377 221 130
4610	804 421 1119 1167
4611	599 781 965 875
4612	864 111 818 1122
4613	667 932 799 1150
4614	149 1134 830 338
4615	565 1057 66 1172
4616	211 629 1145 540
4617	417 1178 595 813
4618	581 886 497 1117
4619	639 975 20 808
4620	274 97 994 549
4621	650 677 356 135
4622	74 302 1049 1145
4623	605 640 256 960
4624	88 1151 49 1187
4625	270 1011 346 709
4626	1044 584 975 757
4627	362 1092 887 245
4628	128 185 469 1172
4629	127 348 439 486
4630	574 445 895 173
4631	924 980 389 1138
4632	605 387 105 220
4633	961 894 1044 1011
4634	262 858 1154 202
4635	397 857 682 265
4636	265 207 39 898
4637	636 1092 88 699
4638	512 49 335 658
4639	240 928 609 287
4640	264 465 928 120
4641	123 1139 825 647
4642	816 1084 512 557
4643	204 1145 1112 1049
4644	1199 367 99 326
4645	376 263 1074 599
4646	229 663 165 853
4647	259 867 96 1127
4648	879 1028 484 1053
4649	161 548 873 138
4650	998 88 371 3
4651	521 398 865 421
4652	708 573 749 337
4653	401 1134 953 128
4654	555 411 990 530
4655	67 1007 725 761
4656	67 29 1085 852
4657	476 589 799 880
4658	600 517 1054 652
4659	663 353 1062 544
4660	370 1054 634 426
4661	1042 281 528 1060
4662	1126 367 1093 561
4663	93 909 60 180
4664	1174 931 15 843
4665	623 740 328 428
4666	291 1151 604 406
4667	898 110 369 578
4668	1029 83 1111 768
4669	1134 45 1109 212
4670	982 366 975 986
4671	642 830 718 25
4672	439 505 193 103
4673	574 13 689 1
4674	1195 573 500 387
4675	885 704 748 1106
4676	1016 203 746 217
4677	671 1056 583 1182
4678	864 467 780 569
4679	394 693 680 17
4680	13 1021 655 353
4681	1102 442 311 787
4682	458 779 943 961
4683	780 418 482 511
4684	104 741 1139 448
4685	270 647 887 781
4686	598 271 796 836
4687	268 873 1160 239
4688	606 646 1072 490
4689	80 1151 1023 464
4690	198 540 722 148
4691	812 609 238 719
4692	207 28 685 25
4693	460 125 1084 1192
4694	577 278 842 801
4695	54 623 228 91
4696	788 1031 498 551
4697	905 397 157 134
4698	463 715 1064 1015
4699	1125 1057 1194 104
4700	1023 713 857 613
4701	177 1127 645 427
4702	729 1095 326 980
4703	414 702 382 289
4704	1123 308 543 121
4705	27 182 362 666
4706	772 505 860 1054
4707	83 1046 621 550
4708	819 783 421 726
4709	1089 44 339 100
4710	1186 1101 788 489
4711	50 46 686 143
4712	551 871 384 164
4713	1005 837 513 1047
4714	45 866 672 153
4715	47 762 1113 477
4716	554 867 984 402
4717	330 318 119 1117
4718	430 343 726 1026
4719	637 247 454 286
4720	9 169 992 501
4721	476 589 735 550
4722	332 59 522 142
4723	821 11 479 830
4724	1150 857 470 626
4725	1052 17 626 1064
4726	1151 500 91 343
4727	923 467 692 662
4728	698 1090 9 722
4729	644 688 522 506
4730	535 1156 453 134
4731	558 872 84 620
4732	504 811 321 481
4733	600 882 481 1117
4734	379 281 673 999
4735	999 170 289 381
4736	1187 543 630 327
4737	878 1118 167 294
4738	1114 896 882 251
4739	1137 459 1050 638
4740	436 764 638 1035
4741	94 1038 797 259
4742	521 80 561 205
4743	538 676 777 34
4744	1164 43 338 1113
4745	242 678 95 134
4746	1193 79 920 1129
4747	612 822 905 320
4748	188 34 637 970
4749	36 798 689 207
4750	1082 871 80 952
4751	1191 142 1026 1064
4752	423 492 852 389
4753	725 833 1103 502
4754	655 121 80 1016
4755	919 555 895 379
4756	1059 228 253 139
4757	536 518 1184 49
4758	485 363 618 621
4759	563 565 511 405
4760	905 957 314 831
4761	1004 747 97 1143
4762	627 749 361 655
4763	255 1142 544 996
4764	1187 547 1053 865
4765	744 146 399 176
4766	192 518 884 1148
4767	1009 924 173 365
4768	848 701 370 512
4769	879 1145 304 566
4770	648 914 950 727
4771	1018 469 968 266
4772	383 1099 374 514
4773	421 398 852 826
4774	769 666 1091 34
4775	453 744 630 1094
4776	94 1068 1122 29
4777	159 423 775 923
4778	457 287 18 662
4779	753 855 827 414
4780	224 1127 164 72
4781	980 452 958 825
4782	1171 1142 943 774
4783	67 157 998 679
4784	320 24 745 591
4785	538 876 542 13
4786	307 847 1032 990
4787	767 979 907 178
4788	251 1057 507 710
4789	98 841 507 67
4790	1088 365 1043 26
4791	707 144 337 202
4792	417 831 439 113
4793	305 776 1048 68
4794	919 383 243 1090
4795	560 394 984 280
4796	839 642 1092 933
4797	259 918 27 610
4798	910 747 1157 1033
4799	1103 289 490 317
4800	537 180 332 789
4801	1191 68 288 440
4802	296 194 303 70
4803	1161 868 109 745
4804	33 1 581 225
4805	104 1148 728 866
4806	1005 1087 221 460
4807	445 675 193 358
4808	942 988 663 618
4809	551 997 279 833
4810	952 715 918 154
4811	940 160 1154 810
4812	889 23 582 281
4813	24 703 8 114
4814	1112 191 94 315
4815	533 560 1121 458
4816	1183 434 1179 968
4817	927 738 88 413
4818	435 709 16 390
4819	339 173 1175 547
4820	201 99 896 1029
4821	672 767 471 275
4822	979 980 583 237
4823	1183 574 1009 878
4824	162 1180 899 777
4825	209 19 1026 731
4826	864 518 792 805
4827	1108 204 126 236
4828	256 110 107 338
4829	1062 440 733 518
4830	986 560 1105 1183
4831	111 1096 732 389
4832	992 757 404 528
4833	791 702 690 810
4834	95 680 733 927
4835	596 777 409 709
4836	531 393 566 828
4837	732 684 359 94
4838	1154 289 923 74
4839	742 499 159 836
4840	82 378 963 819
4841	560 316 764 928
4842	606 69 472 359
4843	1064 45 877 241
4844	910 202 606 935
4845	107 984 1097 217
4846	848 1141 1159 645
4847	376 58 54 699
4848	1044 988 773 1093
4849	390 1197 630 943
4850	155 22 305 272
4851	840 746 777 1136
4852	33 498 974 864
4853	875 117 198 789
4854	947 550 770 340
4855	95 510 1010 1055
4856	34 348 927 1140
4857	38 152 979 827
4858	653 577 434 348
4859	731 1036 211 182
4860	876 870 7 958
4861	433 432 989 709
4862	937 290 612 1041
4863	489 35 534 726
4864	158 91 422 359
4865	447 273 249 1048
4866	752 529 748 770
4867	41 1088 979 86
4868	831 1014 836 299
4869	647 195 687 697
4870	533 742 459 842
4871	1011 973 283 704
4872	1011 101 443 92
4873	1125 784 631 1191
4874	668 1027 721 785
4875	1155 246 133 259
4876	1157 1126 675 39
4877	544 309 928 402
4878	677 717 175 384
4879	1022 973 313 298
4880	187 273 1065 1193
4881	1046 698 1195 553
4882	379 937 1057 342
4883	593 611 524 1074
4884	82 819 734 515
4885	191 509 453 735
4886	205 617 331 1156
4887	212 394 1062 838
4888	86 239 1066 344
4889	653 613 1073 719
4890	552 991 772 105
4891	86 128 841 159
4892	343 918 631 1049
4893	259 634 870 3
4894	328 268 174 934
4895	83 757 1142 147
4896	286 1091 125 1175
4897	861 465 482 297
4898	1184 96 29 739
4899	693 385 985 526
4900	191 991 574 952
4901	464 1097 674 763
4902	188 100 853 426
4903	282 939 293 255
4904	248 647 1173 491
4905	477 478 492 841
4906	829 330 903 259
4907	901 946 950 28
4908	134 893 1023 1122
4909	312 854 318 557
4910	509 494 868 1070
4911	397 605 932 352
4912	52 235 914 603
4913	1021 1098 946 549
4914	615 797 666 834
4915	465 37 992 1149
4916	820 939 429 858
4917	355 669 929 723
4918	325 1094 1141 593
4919	605 687 499 760
4920	970 790 323 368
4921	371 130 724 343
4922	441 145 991 436
4923	1018 966 102 918
4924	1050 80 37 74
4925	960 257 873 295
4926	602 692 1111 110
4927	595 303 409 545
4928	474 873 913 324
4929	1009 858 960 124
4930	1168 1159 90 448
4931	892 579 1160 130
4932	1109 768 310 390
4933	740 372 770 939
4934	672 852 596 936
4935	317 992 150 279
4936	801 584 937 1078
4937	559 1006 215 186
4938	17 765 1178 821
4939	927 99 73 359
4940	674 1180 364 1191
4941	972 362 764 763
4942	627 218 99 320
4943	944 1037 67 427
4944	304 432 557 57
4945	818 941 174 177
4946	414 189 973 481
4947	989 681 529 653
4948	715 687 311 299
4949	378 1008 346 798
4950	1143 405 714 57
4951	1195 137 927 401
4952	1086 346 863 444
4953	619 433 398 457
4954	354 407 400 898
4955	396 352 918 1103
4956	1117 268 144 648
4957	469 462 46 635
4958	1146 141 709 833
4959	766 825 833 676
4960	518 766 29 42
4961	443 547 1093 303
4962	209 563 425 82
4963	1194 515 307 1071
4964	574 41 801 492
4965	858 470 1153 175
4966	25 300 7 734
4967	166 318 109 512
4968	1034 427 589 670
4969	1153 704 435 475
4970	240 248 504 764
4971	440 812 542 1021
4972	282 308 1016 644
4973	1164 232 682 764
4974	306 738 423 1119
4975	892 49 891 972
4976	1053 260 201 274
4977	665 983 908 1115
4978	197 172 624 325
4979	813 81 1068 285
4980	236 682 157 219
4981	1012 700 828 612
4982	714 747 55 570
4983	239 5 939 588
4984	420 884 724 252
4985	1023 780 416 233
4986	373 763 197 299
4987	583 419 286 971
4988	755 280 484 686
4989	1119 737 1095 702
4990	585 145 431 289
4991	565 62 282 1054
4992	554 259 196 994
4993	56 404 1183 583
4994	1134 481 405 27
4995	706 541 438 595
4996	217 791 999 842
4997	80 120 110 179
4998	655 378 606 1164
4999	1179 515 895 756
5000	1120 520 715 624
5001	633 235 1027 324
5002	314 467 1008 276
5003	875 635 1023 460
5004	417 1023 309 86
5005	640 381 512 1028
5006	810 249 420 292
5007	1091 13 1 747
5008	1025 577 430 1163
5009	907 417 15 462
5010	1075 505 595 623
5011	701 119 538 369
5012	935 313 693 1006
5013	861 517 722 1040
5014	209 74 310 765
5015	1192 1082 405 941
5016	712 296 230 1099
5017	955 510 298 886
5018	833 114 904 791
5019	650 890 1151 666
5020	1128 619 766 1084
5021	781 128 591 857
5022	371 456 669 517
5023	477 1060 58 363
5024	393 48 543 162
5025	4 883 930 1182
5026	263 560 181 554
5027	908 1084 112 224
5028	735 687 158 501
5029	1164 1017 1135 512
5030	1026 1086 168 429
5031	118 218 1052 816
5032	783 1035 836 120
5033	458 461 254 837
5034	551 1192 207 1195
5035	1197 318 874 560
5036	905 878 1193 265
5037	945 634 138 449
5038	144 166 834 1099
5039	367 87 239 200
5040	962 988 24 977
5041	105 1019 484 630
5042	332 305 1174 738
5043	931 245 168 1094
5044	230 87 968 837
5045	1163 764 1047 429
5046	1114 1056 71 872
5047	516 981 488 53
5048	1143 237 778 393
5049	731 620 656 1008
5050	84 1120 613 324
5051	315 998 787 536
5052	811 919 849 679
5053	387 874 936 526
5054	111 343 249 527
5055	83 517 1163 341
5056	171 756 344 500
5057	113 806 161 443
5058	196 693 581 762
5059	584 139 313 211
5060	927 950 357 106
5061	240 696 155 4
5062	1008 1138 439 831
5063	656 939 842 72
5064	326 1183 860 1140
5065	412 538 257 386
5066	494 743 904 631
5067	385 698 764 329
5068	132 655 70 256
5069	9 670 662 682
5070	877 587 908 749
5071	563 630 849 755
5072	851 409 184 515
5073	1155 283 567 592
5074	646 211 668 153
5075	903 121 184 575
5076	561 1012 922 158
5077	145 826 989 640
5078	219 566 516 1003
5079	436 634 90 1198
5080	747 1022 237 211
5081	47 744 1047 827
5082	130 170 616 1128
5083	309 343 848 261
5084	979 517 927 867
5085	1119 516 495 695
5086	103 1167 574 199
5087	176 1169 496 183
5088	465 563 999 958
5089	360 733 268 847
5090	1033 325 1166 661
5091	956 1189 330 730
5092	244 231 860 42
5093	214 271 1139 110
5094	242 864 564 211
5095	357 182 672 69
5096	303 820 256 1040
5097	807 191 195 761
5098	671 122 756 1070
5099	790 611 292 482
5100	647 937 43 571
5101	517 1142 937 1180
5102	178 525 184 577
5103	89 214 801 556
5104	557 671 911 523
5105	310 110 271 1128
5106	1064 1139 1060 380
5107	107 141 439 424
5108	882 1122 674 261
5109	853 1020 1175 756
5110	1029 598 102 1008
5111	192 115 380 97
5112	136 208 415 35
5113	958 2 500 1152
5114	271 511 140 508
5115	408 388 181 51
5116	660 413 91 786
5117	193 46 91 134
5118	946 1126 1137 515
5119	107 555 93 323
5120	598 1194 484 303
5121	381 870 898 81
5122	685 554 283 645
5123	528 1191 657 660
5124	563 711 1117 349
5125	1038 93 43 522
5126	195 733 1096 786
5127	4 182 1120 994
5128	151 614 814 85
5129	879 162 331 77
5130	849 843 594 1170
5131	675 1115 876 579
5132	551 721 712 630
5133	1033 129 1160 262
5134	863 1144 673 1
5135	285 997 76 459
5136	1035 745 221 281
5137	1093 899 128 355
5138	200 943 149 719
5139	551 466 609 1013
5140	161 96 735 1024
5141	1050 71 81 431
5142	581 1076 1009 490
5143	291 764 596 1037
5144	877 318 982 458
5145	833 786 1097 1180
5146	533 1199 315 183
5147	590 41 1008 312
5148	967 582 623 1180
5149	305 501 379 196
5150	80 477 717 833
5151	406 648 141 718
5152	1012 994 190 342
5153	443 301 510 349
5154	1186 973 822 1057
5155	879 1005 1162 48
5156	1118 1162 171 422
5157	731 76 474 551
5158	1164 116 159 605
5159	954 1084 657 574
5160	1184 938 1122 926
5161	125 366 485 716
5162	557 947 1003 1130
5163	783 503 798 718
5164	553 1016 1032 670
5165	795 809 427 210
5166	510 737 392 357
5167	903 874 458 893
5168	423 99 813 951
5169	1006 992 750 610
5170	935 469 794 116
5171	1073 392 100 855
5172	679 80 327 250
5173	964 235 623 1070
5174	288 1163 971 1047
5175	560 116 348 1029
5176	1087 1000 49 193
5177	154 315 393 97
5178	460 162 890 224
5179	747 916 885 165
5180	336 202 958 795
5181	1025 1057 141 1044
5182	205 748 817 1105
5183	469 360 582 1169
5184	1080 828 362 531
5185	542 599 798 926
5186	403 785 268 1074
5187	1147 295 98 76
5188	625 318 842 240
5189	646 462 204 60
5190	377 797 337 150
5191	708 197 58 614
5192	53 627 640 617
5193	563 224 769 735
5194	775 145 69 359
5195	1185 858 251 1107
5196	13 622 49 108
5197	189 532 126 623
5198	20 729 618 336
5199	1177 73 750 384
5200	963 998 1150 334
5201	892 1058 36 122
5202	453 671 39 839
5203	1055 697 198 46
5204	710 743 54 93
5205	1171 722 730 1151
5206	964 403 268 1156
5207	1096 138 1170 1133
5208	417 509 1171 43
5209	496 601 950 390
5210	34 634 131 285
5211	650 254 442 763
5212	527 927 499 925
5213	975 626 268 675
5214	994 792 132 271
5215	691 121 1078 586
5216	784 998 431 26
5217	388 713 563 953
5218	809 833 673 965
5219	479 437 782 817
5220	792 824 68 538
5221	406 414 213 1101
5222	409 17 853 1001
5223	884 634 12 690
5224	283 1191 165 723
5225	145 1123 95 612
5226	462 924 489 866
5227	880 64 495 102
5228	957 81 869 924
5229	696 758 1147 452
5230	812 931 1112 635
5231	382 513 1067 1088
5232	45 820 782 754
5233	950 1114 1184 900
5234	493 410 789 865
5235	127 440 451 894
5236	867 136 129 1080
5237	165 433 128 463
5238	318 865 713 1007
5239	360 375 105 1098
5240	1141 246 335 544
5241	209 387 327 88
5242	768 85 1013 842
5243	444 864 565 1125
5244	503 622 1003 648
5245	716 597 947 353
5246	185 117 736 1094
5247	546 1021 597 27
5248	597 988 409 127
5249	1092 912 98 66
5250	980 932 440 926
5251	913 58 391 669
5252	205 568 1086 448
5253	794 753 671 158
5254	670 1007 156 1070
5255	504 855 713 1185
5256	168 555 822 156
5257	442 751 566 285
5258	50 1077 159 98
5259	679 538 1043 847
5260	764 214 47 503
5261	579 188 1070 1038
5262	1113 483 309 394
5263	715 140 29 1024
5264	898 187 530 692
5265	22 863 282 970
5266	38 993 1195 1120
5267	1056 902 657 151
5268	384 423 563 952
5269	842 695 1128 743
5270	35 878 1036 146
5271	456 683 93 1199
5272	844 891 547 796
5273	910 290 268 598
5274	785 766 602 824
5275	1131 658 788 1179
5276	1126 302 769 463
5277	835 372 47 453
5278	666 1026 1072 599
5279	278 347 603 936
5280	175 394 1075 707
5281	848 720 780 242
5282	278 811 515 1122
5283	666 176 342 598
5284	220 824 424 1131
5285	643 701 530 782
5286	895 730 908 642
5287	80 996 244 323
5288	1054 1193 646 15
5289	1138 635 1063 990
5290	130 643 763 579
5291	97 1171 447 1111
5292	448 663 975 70
5293	171 1108 952 748
5294	645 1188 306 832
5295	588 465 341 718
5296	478 307 275 824
5297	879 34 291 1018
5298	1199 1104 841 717
5299	634 1118 453 452
5300	607 419 146 702
5301	191 804 1018 314
5302	867 771 680 1105
5303	426 367 1160 474
5304	704 946 20 906
5305	768 732 291 142
5306	715 1041 1046 57
5307	260 188 79 1193
5308	240 266 829 1132
5309	33 101 1109 1095
5310	763 1155 936 912
5311	187 320 1042 978
5312	642 1071 559 256
5313	228 451 1054 432
5314	1137 1047 970 520
5315	624 930 1084 1169
5316	46 1185 86 1016
5317	921 609 707 1027
5318	1025 412 574 10
5319	902 814 172 25
5320	265 774 25 509
5321	479 436 1095 140
5322	448 761 348 236
5323	65 684 1120 953
5324	821 869 1128 1161
5325	119 112 412 510
5326	48 1044 490 1112
5327	902 1185 236 149
5328	310 346 460 1114
5329	1113 1036 219 708
5330	148 936 588 962
5331	619 96 153 81
5332	130 244 1008 581
5333	757 45 722 121
5334	206 1178 1047 332
5335	917 6 960 586
5336	68 763 823 992
5337	1082 870 395 1173
5338	1128 161 502 811
5339	589 25 14 959
5340	1038 329 110 411
5341	1022 931 379 128
5342	412 466 893 1118
5343	29 1128 679 879
5344	859 536 712 266
5345	351 821 799 557
5346	406 1192 530 28
5347	728 485 788 234
5348	502 541 643 418
5349	1104 76 90 1103
5350	487 6 713 727
5351	21 326 886 598
5352	159 831 969 719
5353	900 684 341 648
5354	637 372 193 679
5355	867 751 605 637
5356	777 555 698 1085
5357	480 524 362 681
5358	1008 505 60 586
5359	304 206 1022 778
5360	587 507 1181 823
5361	87 1193 482 601
5362	385 893 1128 342
5363	971 59 1170 436
5364	488 178 1074 647
5365	392 1003 175 1143
5366	319 349 198 547
5367	352 389 1135 127
5368	8 363 376 319
5369	1192 629 1124 256
5370	436 21 284 886
5371	309 825 511 754
5372	705 324 1189 760
5373	1000 1155 1028 827
5374	708 330 980 146
5375	576 134 462 1010
5376	532 406 307 543
5377	932 1026 956 782
5378	376 73 242 560
5379	173 615 1140 165
5380	223 911 290 1035
5381	1021 1051 148 1154
5382	329 34 775 266
5383	1022 792 924 602
5384	1026 318 1130 1101
5385	167 550 477 847
5386	415 568 90 1169
5387	1112 1044 629 1156
5388	1048 1061 952 1011
5389	445 399 1069 1089
5390	285 890 31 986
5391	901 302 538 220
5392	126 144 876 697
5393	1180 272 1084 907
5394	668 927 1031 960
5395	104 611 14 276
5396	690 1015 1068 577
5397	925 426 177 12
5398	1057 880 688 1040
5399	747 718 151 1022
5400	750 581 512 302
5401	533 725 821 622
5402	901 1140 940 196
5403	251 871 606 943
5404	650 359 133 645
5405	860 659 221 26
5406	903 713 821 668
5407	605 577 85 1090
5408	1127 1087 797 879
5409	911 846 602 797
5410	111 994 61 834
5411	11 142 621 337
5412	528 357 21 1072
5413	142 779 994 1077
5414	392 452 740 69
5415	851 295 505 470
5416	517 1198 1127 1047
5417	541 1103 1102 836
5418	183 857 444 904
5419	957 551 631 159
5420	1121 198 854 25
5421	796 975 181 307
5422	512 414 722 48
5423	240 806 98 402
5424	1048 853 978 105
5425	387 612 509 734
5426	984 1034 924 978
5427	1059 211 429 1065
5428	334 958 957 203
5429	489 169 1019 916
5430	917 586 666 181
5431	835 872 914 247
5432	330 931 996 935
5433	838 946 985 723
5434	267 251 545 509
5435	1141 1113 575 495
5436	1061 315 898 1129
5437	1139 1032 679 137
5438	302 514 886 247
5439	608 480 993 85
5440	401 302 618 1148
5441	876 164 1008 962
5442	13 547 481 262
5443	1111 983 1055 69
5444	667 919 514 734
5445	322 677 531 746
5446	203 113 1017 1113
5447	592 242 725 720
5448	886 354 497 204
5449	529 296 311 77
5450	673 920 220 1117
5451	34 263 770 384
5452	1155 996 523 388
5453	105 359 241 873
5454	687 1119 162 1118
5455	680 708 17 1148
5456	628 504 1189 215
5457	964 682 561 983
5458	1182 1009 1018 321
5459	1091 832 1017 360
5460	327 546 686 470
5461	998 567 961 276
5462	251 1139 52 267
5463	405 916 480 157
5464	672 128 244 924
5465	1156 562 794 107
5466	166 678 323 707
5467	1184 377 1120 234
5468	724 756 500 1171
5469	701 1070 616 1172
5470	81 643 294 253
5471	794 786 300 589
5472	460 546 318 182
5473	318 229 736 217
5474	456 51 637 559
5475	137 765 1112 506
5476	444 320 317 685
5477	648 936 23 817
5478	1172 993 5 1115
5479	53 15 671 699
5480	833 614 424 808
5481	917 62 852 904
5482	759 487 1080 808
5483	425 22 677 273
5484	678 37 295 78
5485	243 317 19 440
5486	908 114 452 1123
5487	497 103 405 831
5488	47 893 942 420
5489	877 413 921 926
5490	298 1096 1051 157
5491	443 944 980 382
5492	554 716 201 1042
5493	979 996 1026 1140
5494	504 809 884 493
5495	903 486 917 785
5496	197 226 172 856
5497	766 570 131 998
5498	210 1004 989 335
5499	1106 913 357 1173
5500	298 961 670 725
5501	644 312 831 526
5502	1108 1118 171 1132
5503	112 192 585 499
5504	655 891 1034 569
5505	168 984 498 440
5506	1100 754 829 487
5507	1190 735 83 243
5508	93 256 502 1043
5509	1015 643 793 320
5510	1167 913 33 611
5511	457 811 673 1032
5512	717 160 922 602
5513	648 961 1009 280
5514	961 1050 361 479
5515	6 697 420 400
5516	65 737 212 671
5517	832 255 671 313
5518	446 143 870 172
5519	834 585 645 449
5520	61 41 104 743
5521	291 827 1089 215
5522	58 645 884 552
5523	813 38 728 831
5524	765 1060 432 311
5525	1062 929 681 874
5526	519 112 397 961
5527	404 613 235 815
5528	16 1017 465 861
5529	838 753 788 817
5530	163 1169 361 288
5531	1162 438 657 869
5532	1173 958 555 242
5533	253 544 568 213
5534	1113 11 464 1089
5535	333 972 502 494
5536	244 776 8 821
5537	404 454 700 807
5538	1162 304 666 1118
5539	783 924 610 171
5540	809 293 633 354
5541	965 32 1106 203
5542	113 80 1090 132
5543	570 563 853 1146
5544	1029 931 495 778
5545	1179 353 992 769
5546	411 293 1144 954
5547	1197 396 876 697
5548	550 401 1116 851
5549	293 102 227 954
5550	234 22 281 843
5551	654 59 1041 38
5552	981 738 44 50
5553	317 6 171 733
5554	269 1 650 750
5555	78 1165 42 288
5556	369 1122 1050 645
5557	1074 326 1161 339
5558	148 452 258 318
5559	366 189 338 652
5560	347 1196 66 1175
5561	615 405 163 603
5562	372 1107 302 799
5563	139 913 478 61
5564	573 132 115 24
5565	1182 1195 809 278
5566	676 791 276 1165
5567	811 722 477 203
5568	938 953 759 540
5569	772 1140 320 442
5570	488 251 325 551
5571	760 67 1090 999
5572	1162 313 995 1104
5573	147 937 1179 234
5574	207 645 128 539
5575	782 972 257 861
5576	191 143 1001 634
5577	231 156 16 117
5578	111 1197 164 549
5579	1192 751 1149 1091
5580	507 707 1120 410
5581	151 795 727 550
5582	987 548 321 496
5583	1070 610 258 266
5584	1109 850 266 433
5585	828 592 581 261
5586	431 90 790 645
5587	1001 1006 25 447
5588	432 209 620 500
5589	269 551 33 437
5590	561 1058 900 420
5591	207 915 957 703
5592	803 55 79 600
5593	177 740 1145 752
5594	785 9 585 946
5595	781 246 16 138
5596	869 610 559 1041
5597	1179 562 938 1021
5598	368 754 770 468
5599	197 189 349 1090
5600	1129 366 761 374
5601	1053 401 560 940
5602	89 1036 247 683
5603	1038 362 594 890
5604	3 866 1119 294
5605	1070 658 1064 244
5606	954 133 107 277
5607	4 318 705 491
5608	162 249 953 591
5609	659 489 89 747
5610	651 667 690 327
5611	156 65 336 956
5612	753 29 539 1120
5613	494 53 434 11
5614	727 1024 327 863
5615	644 567 927 1108
5616	650 614 717 464
5617	800 781 1019 273
5618	563 245 641 629
5619	78 686 142 337
5620	948 1027 147 474
5621	2 880 1029 213
5622	138 398 670 360
5623	800 528 1186 75
5624	56 541 237 941
5625	308 383 324 972
5626	239 99 775 599
5627	401 1044 1060 112
5628	187 289 463 189
5629	730 349 1116 603
5630	1123 777 422 985
5631	352 862 81 680
5632	1197 759 683 857
5633	355 331 596 582
5634	891 773 570 1020
5635	687 1194 920 1081
5636	1198 1028 986 40
5637	164 925 519 333
5638	1167 642 167 252
5639	417 1198 496 376
5640	867 1070 666 868
5641	413 502 17 421
5642	349 163 498 897
5643	795 38 1167 1115
5644	290 359 661 97
5645	465 738 654 553
5646	626 237 262 610
5647	522 615 762 623
5648	263 725 863 174
5649	1097 1061 195 442
5650	25 344 544 646
5651	1026 624 500 226
5652	1089 78 820 968
5653	1167 807 1107 1076
5654	1083 576 747 923
5655	676 97 525 729
5656	591 1148 636 1022
5657	66 622 49 648
5658	814 697 455 613
5659	289 903 1119 735
5660	577 880 412 115
5661	838 892 580 91
5662	150 1044 888 386
5663	573 351 317 305
5664	79 803 413 1198
5665	795 138 350 1067
5666	545 739 1121 331
5667	82 571 574 762
5668	813 1033 904 474
5669	1110 169 382 1155
5670	110 1001 138 1074
5671	107 418 233 132
5672	166 818 861 312
5673	11 1113 324 895
5674	766 49 476 317
5675	491 580 1018 822
5676	157 93 1069 745
5677	472 931 279 428
5678	998 1177 1140 129
5679	599 35 714 837
5680	1097 350 638 53
5681	2 1134 94 987
5682	676 688 144 1000
5683	805 721 465 130
5684	574 1077 245 376
5685	42 305 497 381
5686	336 673 955 987
5687	154 388 31 1183
5688	699 302 517 249
5689	784 535 1193 724
5690	398 725 601 585
5691	550 683 255 24
5692	439 870 1082 632
5693	291 601 882 161
5694	94 960 1116 1028
5695	524 231 1076 167
5696	560 391 96 896
5697	348 373 922 629
5698	995 1056 1076 858
5699	339 384 524 690
5700	1032 698 366 1150
5701	142 479 209 415
5702	1107 668 1117 679
5703	888 1177 459 1129
5704	991 956 888 1183
5705	1160 736 366 549
5706	627 925 1173 1121
5707	737 177 1071 205
5708	925 36 919 979
5709	239 1143 1054 381
5710	1127 985 1130 939
5711	762 1166 106 473
5712	984 524 788 902
5713	740 1173 264 1200
5714	651 739 34 66
5715	950 328 1041 89
5716	461 968 784 1103
5717	178 551 416 1030
5718	715 646 151 748
5719	607 705 1166 3
5720	164 521 919 38
5721	499 244 933 65
5722	661 786 819 184
5723	325 367 405 1165
5724	121 801 1089 657
5725	1106 263 292 478
5726	785 323 976 788
5727	774 882 19 258
5728	929 924 261 752
5729	1051 798 847 265
5730	1075 50 726 911
5731	866 115 245 1133
5732	594 1117 785 624
5733	1087 294 409 258
5734	781 217 1007 1123
5735	548 952 191 673
5736	586 677 259 348
5737	187 1169 475 578
5738	659 521 736 309
5739	575 580 51 455
5740	329 286 469 17
5741	640 606 111 247
5742	499 1041 688 471
5743	325 900 1171 1139
5744	477 1041 806 1022
5745	119 502 1163 831
5746	396 810 887 1084
5747	1003 532 1011 351
5748	781 14 289 754
5749	1037 216 402 856
5750	152 607 168 115
5751	294 1169 739 783
5752	298 498 213 1000
5753	587 796 886 440
5754	1096 57 879 1137
5755	818 147 315 700
5756	755 151 922 205
5757	773 526 739 1091
5758	478 1014 398 1051
5759	1042 176 587 547
5760	1011 1006 953 65
5761	40 276 637 325
5762	150 739 612 454
5763	1199 326 1060 864
5764	835 342 1034 843
5765	401 284 784 254
5766	1085 624 856 965
5767	679 985 261 596
5768	142 998 187 864
5769	677 282 487 375
5770	26 179 46 933
5771	835 690 1163 412
5772	507 724 223 368
5773	737 759 508 331
5774	48 247 499 58
5775	1070 165 391 316
5776	486 934 471 603
5777	1163 1092 291 278
5778	302 147 196 942
5779	350 441 270 357
5780	582 1079 840 118
5781	1028 146 454 15
5782	135 120 149 695
5783	999 215 237 339
5784	384 393 440 134
5785	402 454 846 713
5786	249 369 1059 818
5787	1141 306 81 712
5788	697 227 883 1173
5789	89 592 347 210
5790	691 283 906 293
5791	832 571 935 1174
5792	1010 526 869 1013
5793	988 255 114 702
5794	551 523 664 696
5795	437 147 1073 944
5796	919 1073 185 738
5797	1008 847 266 1188
